participant,condition,object,trial_num,fragile_survived,peak_force_proxy,peak_depth_mm,time_to_first_contact_s,force_overshoot_proxy,approach_rate_mm_s,n_force_reversals_post_plateau,time_above_90pct_peak_s
P13,em,fragile,3,1.0,,0.0,,,,,
P13,em,fragile,4,1.0,,0.0,,,,,
P13,em,fragile,5,1.0,,0.682,3.1579,,0.6766091051805356,,
P13,visual_only,deformable,1,,,0.0,,,,,
P13,visual_only,deformable,2,,,0.0,,,,,
P13,visual_only,deformable,3,,,0.0,,,,,
P13,visual_only,deformable,4,,,0.0,,,,,
P13,visual_only,deformable,5,,,0.3814,2.222,,0.5900029753049687,,
P13,visual_only,fragile,1,0.0,,0.947,2.4226,,,,
P13,visual_only,fragile,2,1.0,,0.5266,1.8797,,1.091757387247276,,
P13,visual_only,fragile,3,0.0,,0.9842,2.0905,,2.6808510638297864,,
P13,visual_only,fragile,4,1.0,,0.2229,3.1551,,,,
P13,visual_only,fragile,5,1.0,,0.6233,2.2872,,2.7836903939184463,,
P14,lra,deformable,1,,,0.3778,4.6308,,1.172665623369849,,
P14,lra,deformable,2,,,0.378,2.7556,,0.7468749999999995,,
P14,lra,deformable,3,,,0.4394,2.5539,,0.3455726239540402,,
P14,lra,deformable,4,,,0.3779,1.8808,,0.479457079970653,,
P14,lra,deformable,5,,,0.3571,2.4854,,0.6692477876106186,,
P14,lra,fragile,1,1.0,,0.5398,4.6844,,1.643391521197016,,
P14,lra,fragile,2,1.0,,0.9836,2.1432,,2.10144230769231,,
P14,lra,fragile,3,0.0,,0.9842,2.4139,,2.5914362176627987,,
P14,lra,fragile,4,1.0,,0.7618,4.0909,,1.1984496124031054,,
P14,lra,fragile,5,1.0,,0.755,3.0801,,4.519999999999996,,
P14,em,deformable,1,,,0.378,1.5784,,0.2533748701973003,,
P14,em,deformable,2,,,0.38,2.1554,,1.2145085803432172,,
P14,em,deformable,3,,,0.3925,2.3013,,3.5525773195876136,,
P14,em,deformable,4,,,0.3779,1.8909,,2.5382165605095555,,
P14,em,deformable,5,,,0.163,1.6828,,,,
P14,em,fragile,1,1.0,,0.9817,3.1033,,1.497852401405701,,
P14,em,fragile,2,1.0,,0.9832,3.0814,,2.1308724832214754,,
P14,em,fragile,3,1.0,,0.9627,2.3062,,3.2923781757601,,
P14,em,fragile,4,1.0,,0.9842,2.6196,,3.941938579654516,,
P14,em,fragile,5,1.0,,0.9842,2.1534,,1.555408221254026,,
P14,visual_only,deformable,1,,,0.378,3.022,,1.1412193850964019,,
P14,visual_only,deformable,2,,,0.4184,2.1434,,0.7523413111342351,,
P14,visual_only,deformable,3,,,0.3779,3.7554,,0.4347146207974972,,
P14,visual_only,deformable,4,,,0.378,2.1507,,0.06466876971608808,,
P14,visual_only,deformable,5,,,0.3982,2.2308,,3.713991769547327,,
P14,visual_only,fragile,1,0.0,,0.9842,1.892,,2.391253416634127,,
P14,visual_only,fragile,2,1.0,,0.7815,4.8344,,0.5245637042267726,,
P14,visual_only,fragile,3,1.0,,0.0,,,,,
P14,visual_only,fragile,4,0.0,,0.9842,1.6159,,2.6401985111662527,,
P14,visual_only,fragile,5,1.0,,0.9842,3.0227,,0.541949152542373,,
P15,lra,deformable,1,,,0.4057,3.8214,,1.4690587623504945,,
P15,lra,deformable,2,,,0.3731,2.953,,0.34494773519163763,,
P15,lra,deformable,3,,,0.375,2.7588,,0.6198738170346991,,
P15,lra,deformable,4,,,0.3779,2.6808,,1.8091024020227573,,
P15,lra,deformable,5,,,0.4333,2.5683,,0.1083349599843841,,
P15,lra,fragile,1,1.0,,0.5905,5.2871,,0.24864922131581726,,
P15,lra,fragile,2,1.0,,0.7489,2.7509,,1.3300330033003305,,
P15,lra,fragile,3,1.0,,0.8226,3.6222,,1.9272076372315037,,
P15,lra,fragile,4,1.0,,0.7771,3.4151,,2.1666055045871526,,
P15,lra,fragile,5,0.0,,0.8552,3.3582,,3.732240437158473,,
P15,em,deformable,1,,,0.3779,2.6203,,0.14067966016991498,,
P15,em,deformable,2,,,0.3172,2.3549,,1.072916666666668,,
P15,em,deformable,3,,,0.3772,1.8216,,3.3950233281493105,,
P15,em,deformable,4,,,0.326,2.0993,,0.8408115489660556,,
P15,em,deformable,5,,,0.3761,2.2826,,4.16300940438871,,
P15,em,fragile,1,0.0,,0.9842,1.3459,,0.517852684144819,,
P15,em,fragile,2,0.0,,0.9386,3.4929,,3.7950138504155104,,
P15,em,fragile,3,0.0,,0.9842,4.4914,,,,
P15,em,fragile,4,1.0,,0.9795,10.2449,,1.1945864092371763,,
P15,em,fragile,5,0.0,,0.9842,6.9012,,1.2749831195138428,,
P15,visual_only,deformable,1,,,0.4218,3.1573,,0.3331212892281595,,
P15,visual_only,deformable,2,,,0.3765,3.2954,,0.7789514866979647,,
P15,visual_only,deformable,3,,,0.3937,3.3463,,0.5756727664155005,,
P15,visual_only,deformable,4,,,0.5701,3.4962,,0.42753935734310955,,
P15,visual_only,deformable,5,,,0.4441,3.1025,,0.38048607833883913,,
P15,visual_only,fragile,1,0.0,,0.9842,4.0271,,2.4509101760668472,,
P15,visual_only,fragile,2,0.0,,0.9842,6.0233,,3.0499632623071293,,
P15,visual_only,fragile,3,1.0,,0.9842,4.6856,,4.714064914992258,,
P15,visual_only,fragile,4,0.0,,0.9841,1.6226,,3.660937499999996,,
P15,visual_only,fragile,5,1.0,,0.9842,3.0918,,,,
P16,lra,deformable,1,,,0.767,2.6236,,1.8462913315460248,,
P16,lra,deformable,2,,,0.5042,3.361,,0.2471247843588269,,
P16,lra,deformable,3,,,0.1666,4.4423,,0.03835582208895554,,
P16,lra,deformable,4,,,0.3926,3.9532,,0.7405063291139224,,
P16,lra,deformable,5,,,0.3685,3.1579,,0.26750795816280143,,
P16,lra,fragile,1,0.0,,0.9842,4.435,,,,
P16,lra,fragile,2,1.0,,0.9818,2.7567,,0.813559322033898,,
P16,lra,fragile,3,1.0,,0.9842,2.9539,,,,
P16,lra,fragile,4,1.0,,0.7971,2.9605,,5.253521126760576,,
P16,lra,fragile,5,0.0,,0.9842,2.4109,,3.0474090407938257,,
P16,em,deformable,1,,,0.5877,3.6142,,0.2697389622945536,,
P16,em,deformable,2,,,0.1467,4.4829,,0.2767295597484273,,
P16,em,deformable,3,,,0.0,,,,,
P16,em,deformable,4,,,0.0,,,,,
P16,em,deformable,5,,,0.4461,3.1551,,0.2146624472573839,,
P16,em,fragile,1,0.0,,0.9842,4.9098,,3.1743215031315204,,
P16,em,fragile,2,1.0,,0.3757,2.9554,,0.25501185600344906,,
P16,em,fragile,3,0.0,,0.9842,4.1548,,2.9823468328141143,,
P16,em,fragile,4,0.0,,0.9842,3.8118,,4.187154696132596,,
P16,em,fragile,5,1.0,,0.2723,9.5847,,0.25325690463783157,,
P16,visual_only,deformable,1,,,0.2954,2.755,,0.46464646464646364,,
P16,visual_only,deformable,2,,,0.2259,4.227,,0.5430359937402205,,
P16,visual_only,deformable,3,,,0.3294,4.1486,,0.34702815432742457,,
P16,visual_only,deformable,4,,,0.1209,4.0886,,,,
P16,visual_only,deformable,5,,,0.1582,6.1622,,0.42236024844720493,,
P16,visual_only,fragile,1,1.0,,0.0,,,,,
P16,visual_only,fragile,2,1.0,,0.0,,,,,
P16,visual_only,fragile,3,1.0,,0.6181,4.9517,,,,
P16,visual_only,fragile,4,1.0,,0.4618,4.7656,,,,
P16,visual_only,fragile,5,1.0,,0.9842,3.4976,,2.8906551059730217,,
P17,lra,deformable,1,,,0.9842,6.4144,,4.71464019851114,,
P17,lra,deformable,2,,,0.9646,3.4223,,1.2048802261568214,,
P17,lra,deformable,3,,,0.9842,3.3659,,1.9052576782925565,,
P17,lra,deformable,4,,,0.9842,5.8179,,4.135322692574604,,
P17,lra,deformable,5,,,0.9842,2.8155,,4.619531250000011,,
P17,lra,fragile,1,1.0,,0.3779,1.1644,,0.07122292828426922,,
P17,lra,fragile,2,1.0,,0.812,4.5578,,4.652806652806671,,
P17,lra,fragile,3,1.0,,0.9842,5.4238,,1.591104174795159,,
P17,lra,fragile,4,1.0,,0.6534,5.2315,,4.318181818181782,,
P17,lra,fragile,5,1.0,,0.9842,5.0195,,1.8676612127045258,,
P17,em,deformable,1,,,0.6949,6.1613,,1.7601880877742921,,
P17,em,deformable,2,,,0.9841,4.7476,,1.2988227146814397,,
P17,em,deformable,3,,,0.9616,4.7636,,1.2832796818784336,,
P17,em,deformable,4,,,0.9663,4.1585,,2.2444357672784068,,
P17,em,deformable,5,,,0.9825,3.1755,,3.1678998292544116,,
P17,em,fragile,1,1.0,,0.596,4.8817,,3.4880803011292394,,
P17,em,fragile,2,1.0,,0.7773,4.4905,,4.630298818624033,,
P17,em,fragile,3,1.0,,0.9842,14.8399,,1.4178313253012078,,
P17,em,fragile,4,1.0,,0.7781,6.1586,,9.426791277258499,,
P17,em,fragile,5,1.0,,0.7857,5.3645,,0.8429463171036202,,
P17,visual_only,deformable,1,,,0.9833,3.558,,1.7893361212754835,,
P17,visual_only,deformable,2,,,0.9817,3.6998,,4.136671883150757,,
P17,visual_only,deformable,3,,,0.9788,2.8094,,1.1495466032406723,,
P17,visual_only,deformable,4,,,0.9802,0.8177,,0.4191547886971742,,
P17,visual_only,deformable,5,,,0.964,1.8143,,0.5272621809744781,,
P17,visual_only,fragile,1,0.0,,0.9842,0.6877,,0.14786798524184172,,
P17,visual_only,fragile,2,1.0,,0.9842,11.1747,,0.4756905386826643,,
P17,visual_only,fragile,3,1.0,,0.9842,7.1666,,1.2895644674428632,,
P17,visual_only,fragile,4,0.0,,0.9842,6.022,,3.0965137614678904,,
P17,visual_only,fragile,5,1.0,,0.378,7.7655,,,,
P18,lra,deformable,1,,,0.8154,3.816,,0.2423828448418612,,
P18,lra,deformable,2,,,0.9842,6.1595,,1.6706443914081173,,
P18,lra,deformable,3,,,0.9842,4.7635,,0.4170330941911593,,
P18,lra,deformable,4,,,0.9841,3.2216,,0.17589783071418863,,
P18,lra,deformable,5,,,0.9735,0.2168,,0.2576969028581932,,
P18,lra,fragile,1,1.0,,0.9039,6.0912,,0.3740962611030779,,
P18,lra,fragile,2,0.0,,0.9842,5.0212,,1.8816908454227117,,
P18,lra,fragile,3,0.0,,0.9842,7.8324,,,,
P18,lra,fragile,4,1.0,,0.5962,6.8188,,0.8873591989987545,,
P18,lra,fragile,5,1.0,,0.9842,6.2848,,2.332860385925083,,
P18,em,deformable,1,,,0.956,3.1552,,1.3179148311306892,,
P18,em,deformable,2,,,0.8873,4.4267,,0.7039138490041688,,
P18,em,deformable,3,,,0.9826,5.0193,,0.5673264748014064,,
P18,em,deformable,4,,,0.9261,1.6853,,0.11080300404390522,,
P18,em,deformable,5,,,0.5897,7.2984,,0.6169294852722403,,
P18,em,fragile,1,1.0,,0.9842,11.095,,0.14238232333871687,,
P18,em,fragile,2,1.0,,0.7091,5.7521,,0.26160337552742624,,
P18,em,fragile,3,1.0,,0.9166,7.237,,1.962499999999999,,
P18,em,fragile,4,1.0,,0.1632,5.7633,,,,
P18,em,fragile,5,1.0,,0.4026,2.6908,,3.3877551020408,,
P18,visual_only,deformable,1,,,0.9834,3.3551,,0.13404053947472197,,
P18,visual_only,deformable,2,,,0.9587,6.2212,,0.669026401265928,,
P18,visual_only,deformable,3,,,0.9732,3.8273,,0.784213159869903,,
P18,visual_only,deformable,4,,,0.9095,4.684,,1.3658827031854732,,
P18,visual_only,deformable,5,,,0.9293,4.8129,,0.38137712570856946,,
P18,visual_only,fragile,1,1.0,,0.826,5.0228,,0.17532596091297337,,
P18,visual_only,fragile,2,1.0,,0.9777,5.0915,,0.6413373860182369,,
P18,visual_only,fragile,3,1.0,,0.9607,3.3569,,0.5120862774265527,,
P18,visual_only,fragile,4,0.0,,0.9842,4.3659,,3.953271028037372,,
P18,visual_only,fragile,5,1.0,,0.7925,6.8206,,0.5205399550037497,,
P19,lra,deformable,1,,,0.9717,2.8907,,2.667620410109677,,
P19,lra,deformable,2,,,0.9838,0.0098,,0.23673269748104667,,
P19,lra,deformable,3,,,0.9842,0.0136,,0.2633449776306919,,
P19,lra,deformable,4,,,0.905,0.0055,,0.2620699676681077,,
P19,lra,deformable,5,,,0.9835,0.0145,,0.23560872624912035,,
P19,lra,fragile,1,0.0,,0.9842,2.0097,,12.419504643962851,,
P19,lra,fragile,2,0.0,,0.9842,0.6166,,0.5038128547675018,,
P19,lra,fragile,3,1.0,,0.9842,0.0104,,0.25187959095491863,,
P19,lra,fragile,4,1.0,,0.8811,0.013,,0.1805604326146499,,
P19,lra,fragile,5,1.0,,0.8552,3.6954,,1.5346724055475827,,
P19,em,deformable,1,,,0.9842,5.7622,,4.250781249999997,,
P19,em,deformable,2,,,0.9839,3.8238,,3.8871554862194504,,
P19,em,deformable,3,,,0.9842,2.8775,,6.771144278606963,,
P19,em,deformable,4,,,0.9831,3.4178,,9.401250000000044,,
P19,em,deformable,5,,,0.9842,3.0107,,0.815230961298373,,
P19,em,fragile,1,0.0,,0.9842,6.0981,,1.9999999999999793,,
P19,em,fragile,2,1.0,,0.9009,5.5639,,2.518940787054068,,
P19,em,fragile,3,0.0,,0.9842,2.4784,,10.28947368421057,,
P19,em,fragile,4,0.0,,0.9842,3.9578,,4.233055265901977,,
P19,em,fragile,5,1.0,,0.9842,6.3613,,3.198285936891308,,
P19,visual_only,deformable,1,,,0.9736,0.0055,,0.2654944627938605,,
P19,visual_only,deformable,2,,,0.9842,0.0188,,0.250663364585176,,
P19,visual_only,deformable,3,,,0.9616,0.0151,,0.14733458344495043,,
P19,visual_only,deformable,4,,,0.9765,0.0045,,0.2778383485971798,,
P19,visual_only,deformable,5,,,0.9231,0.0202,,0.259817367452519,,
P19,visual_only,fragile,1,0.0,,0.9842,1.5457,,,,
P19,visual_only,fragile,2,0.0,,0.9842,1.8241,,11.77223088923556,,
P19,visual_only,fragile,3,1.0,,0.9842,2.7691,,,,
P19,visual_only,fragile,4,0.0,,0.9842,2.6245,,,,
P19,visual_only,fragile,5,0.0,,0.9842,2.2233,,7.587499999999993,,
P20,lra,deformable,1,,,0.4253,4.2248,,0.5322834645669338,,
P20,lra,deformable,2,,,0.7717,3.0814,,1.563190773666507,,
P20,lra,deformable,3,,,0.7419,2.5463,,1.1476671476671476,,
P20,lra,deformable,4,,,0.8986,2.0831,,0.9517593643586834,,
P20,lra,deformable,5,,,0.9123,2.4131,,0.6590658330268482,,
P20,lra,fragile,1,1.0,,0.9837,4.3615,,0.45517724383148384,,
P20,lra,fragile,2,1.0,,0.1524,3.3548,,0.019265816193699555,,
P20,lra,fragile,3,1.0,,0.8039,3.6166,,1.6544985250737472,,
P20,lra,fragile,4,1.0,,0.909,4.8216,,0.8451056098114919,,
P20,lra,fragile,5,0.0,,0.9842,9.2969,,1.5607758620689702,,
P20,em,deformable,1,,,0.7647,3.4142,,0.896890343698855,,
P20,em,deformable,2,,,0.5955,2.3593,,0.7220533603512332,,
P20,em,deformable,3,,,0.7704,1.3414,,0.5698780850431164,,
P20,em,deformable,4,,,0.5574,2.0128,,0.30751936047964,,
P20,em,deformable,5,,,0.7787,3.9495,,0.7427126710291485,,
P20,em,fragile,1,1.0,,0.9842,6.289,,0.49556083531324213,,
P20,em,fragile,2,1.0,,0.3464,6.0976,,,,
P20,em,fragile,3,1.0,,0.8294,4.6269,,0.38270089285714287,,
P20,em,fragile,4,1.0,,0.6462,5.5589,,0.7767441860465149,,
P20,em,fragile,5,1.0,,0.7876,4.5507,,2.9352517985611524,,
P20,visual_only,deformable,1,,,0.7778,5.0152,,0.6822235434007138,,
P20,visual_only,deformable,2,,,0.8982,2.8925,,1.7386392166708513,,
P20,visual_only,deformable,3,,,0.8147,1.6727,,2.3005524861878466,,
P20,visual_only,deformable,4,,,0.9005,2.4908,,1.5665316297912124,,
P20,visual_only,deformable,5,,,0.8906,2.0121,,0.8356653766001789,,
P20,visual_only,fragile,1,1.0,,0.635,3.4914,,2.0693430656934337,,
P20,visual_only,fragile,2,1.0,,0.9842,1.9515,,1.7175381536152114,,
P20,visual_only,fragile,3,0.0,,0.9842,1.9479,,3.7792145593869755,,
P20,visual_only,fragile,4,0.0,,0.9842,1.4215,,2.5214666248824824,,
P20,visual_only,fragile,5,1.0,,0.9766,8.1658,,0.9152111046847892,,
P21,lra,deformable,1,,,0.9817,2.5591,,1.598984771573604,,
P21,lra,deformable,2,,,0.7827,3.2113,,0.5385224971383287,,
P21,lra,deformable,3,,,0.9262,3.0993,,1.619940476190477,,
P21,lra,deformable,4,,,0.6593,2.5435,,0.6357118075633167,,
P21,lra,deformable,5,,,0.9542,2.1664,,1.7757330006238292,,
P21,lra,fragile,1,0.0,,0.9842,3.3516,,4.201983298538617,,
P21,lra,fragile,2,1.0,,0.576,3.4952,,1.678178963893253,,
P21,lra,fragile,3,1.0,,0.9842,4.0188,,2.1821862348178134,,
P21,lra,fragile,4,1.0,,0.9842,2.678,,2.9871086556169417,,
P21,lra,fragile,5,1.0,,0.9842,3.6811,,1.8671799807507201,,
P21,em,deformable,1,,,0.9057,4.0911,,1.1390628374001301,,
P21,em,deformable,2,,,0.8909,2.7505,,0.8834227787716162,,
P21,em,deformable,3,,,0.934,2.7591,,1.5027429467084645,,
P21,em,deformable,4,,,0.9185,2.8829,,3.7478260869565165,,
P21,em,deformable,5,,,0.9842,2.6912,,1.5265832681782625,,
P21,em,fragile,1,1.0,,0.9842,4.5026,,1.2837626854020308,,
P21,em,fragile,2,1.0,,0.6798,2.2878,,2.670312499999997,,
P21,em,fragile,3,1.0,,0.8467,2.8186,,10.325508607198772,,
P21,em,fragile,4,0.0,,0.9842,3.2509,,7.870292887029314,,
P21,em,fragile,5,1.0,,0.9842,4.508,,2.4404529480671613,,
P21,visual_only,deformable,1,,,0.9826,1.891,,1.621069182389935,,
P21,visual_only,deformable,2,,,0.981,2.4829,,4.184046131667468,,
P21,visual_only,deformable,3,,,0.9836,1.9528,,1.6360093530787205,,
P21,visual_only,deformable,4,,,0.9836,2.6214,,1.6017180788754393,,
P21,visual_only,deformable,5,,,0.9238,2.277,,2.6098935504070138,,
P21,visual_only,fragile,1,0.0,,0.9842,5.7505,,2.6809688581314903,,
P21,visual_only,fragile,2,0.0,,0.9842,8.3184,,,,
P21,visual_only,fragile,3,1.0,,0.9842,2.626,,1.180567139282735,,
P21,visual_only,fragile,4,0.0,,0.9835,2.4971,,2.5966228893058174,,
P21,visual_only,fragile,5,1.0,,0.5389,3.2181,,0.5557537912578059,,
P22,lra,deformable,1,,,0.6455,8.4519,,1.1116071428571415,,
P22,lra,deformable,2,,,0.984,3.7683,,3.2147598594299103,,
P22,lra,deformable,3,,,0.8158,4.7684,,0.7952559300873899,,
P22,lra,deformable,4,,,0.5923,4.4904,,2.0685358255451707,,
P22,lra,deformable,5,,,0.7661,5.0273,,0.48506436695413097,,
P22,lra,fragile,1,1.0,,0.3779,5.9554,,,,
P22,lra,fragile,2,1.0,,0.7374,6.2303,,,,
P22,lra,fragile,3,1.0,,0.7608,5.0124,,1.2070104606349805,,
P22,lra,fragile,4,1.0,,0.5962,4.4156,,1.5079972183588346,,
P22,lra,fragile,5,1.0,,0.6828,4.2188,,,,
P22,em,deformable,1,,,0.9842,1.9457,,4.220517737296259,,
P22,em,deformable,2,,,0.9842,1.4805,,2.1101694915254208,,
P22,em,deformable,3,,,0.9563,2.3729,,12.14435146443513,,
P22,em,deformable,4,,,0.9226,2.6128,,5.590277777777773,,
P22,em,deformable,5,,,0.9829,1.5457,,0.9607999091012384,,
P22,em,fragile,1,1.0,,0.9718,3.6808,,0.639599882318329,,
P22,em,fragile,2,1.0,,0.9842,4.4779,,2.186847599164934,,
P22,em,fragile,3,1.0,,0.9842,4.824,,5.0505050505050395,,
P22,em,fragile,4,1.0,,0.7892,4.9518,,1.3490427098674551,,
P22,em,fragile,5,1.0,,0.9777,6.0488,,5.197860962566861,,
P22,visual_only,deformable,1,,,0.5497,3.7523,,0.8154935443565181,,
P22,visual_only,deformable,2,,,0.9841,4.422,,2.238439306358379,,
P22,visual_only,deformable,3,,,0.9807,2.4977,,0.6130589070262599,,
P22,visual_only,deformable,4,,,0.9842,2.8865,,1.5212973817897615,,
P22,visual_only,deformable,5,,,0.9842,2.0775,,1.8030666027791096,,
P22,visual_only,fragile,1,0.0,,0.9816,4.8933,,0.8869434717358682,,
P22,visual_only,fragile,2,0.0,,0.9842,5.908,,2.715789473684243,,
P22,visual_only,fragile,3,1.0,,0.9842,4.5487,,3.2264808362369446,,
P22,visual_only,fragile,4,1.0,,0.7933,5.8243,,3.6575663026521164,,
P22,visual_only,fragile,5,1.0,,0.9842,3.4797,,6.864931846344468,,
