participant,condition,object,trial_num,fragile_survived,peak_force_proxy,peak_depth_mm,time_to_first_contact_s,force_overshoot_proxy,approach_rate_mm_s,n_force_reversals_post_plateau,time_above_90pct_peak_s
P08,tactiles,fragile,5,1.0,37541.3398,0.9842,3.0851,12527.4238,4.14308093994778,5.0,0.12949999999999973
P08,visual_only,deformable,1,,0.1004,0.1004,3.1515,0.0,,0.0,0.06440000000000001
P08,visual_only,deformable,2,,0.0,0.0,,,,,
P08,visual_only,deformable,3,,152.0208,0.1665,1.5532,32.17450000000001,,3.0,0.22399999999999975
P08,visual_only,deformable,4,,0.0,0.0,,,,,
P08,visual_only,deformable,5,,0.0,0.0,,,,,
P08,visual_only,fragile,1,0.0,32329.0449,0.9842,1.8909,0.0,3.2051148225469728,0.0,0.3357999999999999
P08,visual_only,fragile,2,0.0,19014.7598,0.9842,1.4202,2637.1905000000006,0.3196060877350042,5.0,0.6706999999999999
P08,visual_only,fragile,3,0.0,29387.0957,0.9842,1.4939,21550.1299,,7.0,0.3839999999999999
P08,visual_only,fragile,4,0.0,27113.6016,0.9842,1.6097,16877.334000000003,,7.0,0.6724000000000001
P08,visual_only,fragile,5,1.0,21597.8281,0.9842,2.0795,10672.788999999999,5.750700280112034,13.0,1.7593999999999999
P09,lra,deformable,1,,150.6381,0.2504,4.4181,0.0,0.18793793793793795,2.0,0.1272000000000002
P09,lra,deformable,2,,296.3189,0.2274,3.8134,0.0,0.30384271671134966,6.0,0.14470000000000027
P09,lra,deformable,3,,74.2205,0.2085,5.815,0.0,0.18195157740278814,6.0,0.06329999999999991
P09,lra,deformable,4,,184.1056,0.2173,4.9536,0.0,0.28196147110332737,2.0,0.1266999999999996
P09,lra,deformable,5,,80.522,0.2183,4.5529,0.5046999999999997,0.22626977518734415,8.0,0.3511999999999995
P09,lra,fragile,1,1.0,7913.4331,0.9842,4.7558,0.0,2.017241379310345,2.0,0.6548999999999996
P09,lra,fragile,2,1.0,4594.7871,0.977,4.4249,0.0,2.126343090033347,12.0,1.2164000000000001
P09,lra,fragile,3,1.0,4379.5693,0.984,2.8886,0.0,0.4428349715468179,6.0,0.3355999999999999
P09,lra,fragile,4,1.0,1461.0321,0.5939,6.2277,477.0470999999999,1.461119751166402,5.0,0.06350000000000033
P09,lra,fragile,5,1.0,5147.5986,0.9842,10.843,115.3725000000004,4.5769031589849964,3.0,0.7510000000000012
P09,tactiles,deformable,1,,157.7041,0.2095,2.8231,0.0,0.04096916299559471,4.0,0.20879999999999965
P09,tactiles,deformable,2,,123.3801,0.1676,5.3121,62.9681,0.1399176954732524,25.0,0.3183000000000007
P09,tactiles,deformable,3,,169.3802,0.1632,2.2191,66.8446,0.7554858934169268,18.0,0.11230000000000029
P09,tactiles,deformable,4,,125.9262,0.215,3.4851,3.740399999999994,0.11375595088950143,8.0,0.3514999999999997
P09,tactiles,deformable,5,,72.76,0.1653,3.085,52.116800000000005,,17.0,0.2556999999999996
P09,tactiles,fragile,1,1.0,14195.7861,0.9842,3.0899,1952.1620999999996,2.3164754953076145,3.0,0.6720999999999995
P09,tactiles,fragile,2,1.0,3680.7551,0.9842,4.0131,0.0,2.2323269513991137,4.0,1.0079000000000002
P09,tactiles,fragile,3,1.0,9501.5938,0.9842,3.9557,0.0,0.9980009995002501,8.0,0.8956999999999997
P09,tactiles,fragile,4,1.0,6444.4814,0.9842,6.4242,367.0634,0.12210928757926137,5.0,0.12739999999999974
P09,tactiles,fragile,5,1.0,3954.9832,0.9842,5.4327,371.0496000000003,3.8214841722885247,11.0,1.0064000000000002
P09,visual_only,deformable,1,,246.6774,0.1662,4.6217,181.3687,,9.0,0.19179999999999975
P09,visual_only,deformable,2,,289.6194,0.1977,4.4942,12.167599999999993,0.06920022688598976,3.0,0.41609999999999925
P09,visual_only,deformable,3,,244.7499,0.1767,4.8895,34.049800000000005,0.04114621601763408,4.0,0.3357000000000001
P09,visual_only,deformable,4,,261.1246,0.1768,4.7604,0.0,0.018786836935167004,0.0,0.06490000000000062
P09,visual_only,deformable,5,,252.1239,0.1714,5.0828,136.52749999999997,0.08168498168498146,10.0,0.5135000000000005
P09,visual_only,fragile,1,1.0,14427.3223,0.9842,4.833,10450.9493,,9.0,1.5362
P09,visual_only,fragile,2,1.0,10378.792,0.9842,4.0826,5546.9424,2.7364771151178977,18.0,1.5358
P09,visual_only,fragile,3,1.0,12762.0752,0.9842,4.2923,4590.2822,,7.0,1.2006999999999994
P09,visual_only,fragile,4,1.0,4099.564,0.9842,3.3589,891.5450000000005,6.097560975609756,10.0,1.1517
P09,visual_only,fragile,5,0.0,17282.1055,0.9842,3.2272,543.0176000000029,2.8767624020887723,19.0,0.4003000000000001
P10,lra,deformable,1,,893.4824,0.3318,2.6818,0.0,0.48350226439508276,0.0,0.06390000000000029
P10,lra,deformable,2,,2044.5442,0.5962,1.6821,408.57370000000014,0.7648578811369503,1.0,0.22299999999999986
P10,lra,deformable,3,,934.8569,0.3774,1.2831,386.7835,0.6918271733472143,3.0,0.19200000000000017
P10,lra,deformable,4,,478.4165,0.3769,2.1526,298.8275,0.3463338533541351,5.0,0.06299999999999972
P10,lra,deformable,5,,163.44,0.3633,2.9494,0.0,0.44720379146919403,0.0,0.28800000000000026
P10,lra,fragile,1,1.0,11702.6602,0.901,5.2292,0.0,,34.0,3.7283999999999997
P10,lra,fragile,2,1.0,20601.041,0.969,2.7708,7331.283200000002,1.6776564936511469,1.0,0.12739999999999974
P10,lra,fragile,3,1.0,1199.2905,0.3779,5.7536,0.0,3.313271604938273,2.0,0.07960000000000012
P10,lra,fragile,4,1.0,9530.1719,0.7766,6.2892,1.1952999999994063,0.3423398482918997,5.0,0.12819999999999965
P10,lra,fragile,5,1.0,6603.9229,0.5961,3.2183,489.5761999999995,2.9689011748445093,1.0,0.25519999999999987
P10,tactiles,deformable,1,,992.9408,0.578,1.82,0.0,0.7774443610902726,0.0,0.19220000000000015
P10,tactiles,deformable,2,,809.7818,0.492,2.2891,0.0,0.9170579029733947,2.0,0.33630000000000004
P10,tactiles,deformable,3,,1013.0335,0.444,1.8891,0.0,0.2128032008002,0.0,0.40049999999999963
P10,tactiles,deformable,4,,840.7013,0.3832,2.3457,91.21089999999992,0.46375420067210776,1.0,0.14400000000000013
P10,tactiles,deformable,5,,478.8104,0.483,2.4218,13.295299999999997,0.48104624715693745,1.0,0.33630000000000004
P10,tactiles,fragile,1,1.0,20748.5137,0.9842,2.6825,6374.126,0.08034712146513728,13.0,0.08000000000000185
P10,tactiles,fragile,2,1.0,13339.585,0.9842,4.0913,544.0029999999988,0.08924237789334148,5.0,0.5288999999999984
P10,tactiles,fragile,3,1.0,777.3649,0.4073,2.7581,0.0,3.7335423197492372,6.0,0.8646000000000003
P10,tactiles,fragile,4,1.0,16921.7305,0.9188,1.021,0.0,0.12688993402986018,4.0,0.14340000000000064
P10,tactiles,fragile,5,0.0,29006.793,0.9842,2.6296,1878.6582000000017,0.11616455405094628,9.0,0.14320000000000022
P10,visual_only,deformable,1,,0.0,0.0,,,,,
P10,visual_only,deformable,2,,0.0,0.0,,,,,
P10,visual_only,deformable,3,,0.0,0.0,,,,,
P10,visual_only,deformable,4,,0.0,0.0,,,,,
P10,visual_only,deformable,5,,0.0,0.0,,,,,
P10,visual_only,fragile,1,1.0,11026.4658,0.6828,2.9461,19.264600000000428,1.534226190476191,11.0,1.2004000000000001
P10,visual_only,fragile,2,1.0,674.9783,0.1914,4.8242,0.0,,2.0,0.27170000000000005
P10,visual_only,fragile,3,1.0,13466.2949,0.7295,6.6281,0.0,2.4548076923076905,2.0,0.19200000000000017
P10,visual_only,fragile,4,1.0,13808.5654,0.7303,3.7633,165.52340000000004,1.7902973395931145,9.0,0.7999999999999998
P10,visual_only,fragile,5,1.0,11026.4658,0.6828,2.9461,19.264600000000428,1.534226190476191,11.0,1.2004000000000001
P11,lra,deformable,1,,2655.5503,0.7187,3.8196,323.50729999999976,0.44995544995544984,1.0,0.2875999999999994
P11,lra,deformable,2,,1918.4478,0.6536,3.0834,0.0,0.9167612561483164,0.0,0.14349999999999996
P11,lra,deformable,3,,879.6561,0.4997,2.2915,16.540100000000052,0.577293461733401,3.0,0.3993000000000002
P11,lra,deformable,4,,1437.26,0.5118,1.8762,178.30899999999997,0.4932321880113044,3.0,0.12869999999999981
P11,lra,deformable,5,,1543.7335,0.4922,1.5483,0.0,0.5479519657838461,0.0,0.2721999999999998
P11,lra,fragile,1,0.0,43781.0781,0.9842,3.2803,1272.5741999999955,2.964260929909787,1.0,0.25560000000000027
P11,lra,fragile,2,1.0,12415.9512,0.8053,4.494,998.4638999999988,0.7526652452025586,9.0,1.0713
P11,lra,fragile,3,1.0,4738.1631,0.7436,2.8247,0.0,1.042534205829864,10.0,1.3276000000000003
P11,lra,fragile,4,1.0,10404.0488,0.8048,3.8333,394.7011000000002,2.0404040404040367,7.0,1.0882
P11,lra,fragile,5,1.0,8619.5068,0.7353,3.0261,0.0,1.858667648141332,6.0,1.0075999999999996
P11,tactiles,deformable,1,,3.3073,0.1199,2.5551,0.0,0.020394289598912322,0.0,0.06349999999999989
P11,tactiles,deformable,2,,2212.8596,0.4142,4.1547,571.0629999999999,1.2921498661909026,3.0,0.3355000000000006
P11,tactiles,deformable,3,,740.7124,0.3136,3.4905,0.0,1.1812499999999986,2.0,0.25609999999999955
P11,tactiles,deformable,4,,670.1459,0.3403,2.8207,0.0,0.47152847152847166,0.0,0.12809999999999988
P11,tactiles,deformable,5,,1433.677,0.4619,3.297,80.56589999999983,1.635610766045555,3.0,0.35219999999999985
P11,tactiles,fragile,1,1.0,14635.6953,0.8194,4.6852,1712.125,2.0183220829315354,1.0,0.19100000000000072
P11,tactiles,fragile,2,1.0,4255.981,0.5765,3.3546,366.5859999999998,0.9683241252302022,1.0,0.2561
P11,tactiles,fragile,3,1.0,9662.3301,0.8077,2.3649,0.0,1.1485000000000003,0.0,0.12809999999999988
P11,tactiles,fragile,4,1.0,10501.9062,0.804,3.2896,436.72649999999885,1.2325231232523122,1.0,0.19130000000000003
P11,tactiles,fragile,5,1.0,8890.9355,0.7428,2.6359,161.3866999999991,0.8184322564487849,1.0,0.31869999999999976
P11,visual_only,deformable,1,,2664.9946,0.8537,2.5501,0.0,1.1374485596707822,2.0,0.46450000000000014
P11,visual_only,deformable,2,,2969.9924,0.7628,1.8996,540.3888999999999,2.2186520376175562,14.0,1.6648
P11,visual_only,deformable,3,,1666.2263,0.8033,1.6112,85.5784000000001,2.8967339097022102,9.0,1.0076
P11,visual_only,deformable,4,,3548.4429,0.8347,1.6079,91.90189999999984,1.195652173913044,11.0,1.1353000000000002
P11,visual_only,deformable,5,,3110.761,0.8175,2.0081,11.82589999999982,1.3026442307692312,3.0,0.19199999999999973
P11,visual_only,fragile,1,0.0,39449.957,0.9842,4.5543,2511.660100000001,1.8935474278917606,5.0,0.27149999999999963
P11,visual_only,fragile,2,0.0,48016.4336,0.9842,3.8191,14410.535199999998,3.550667714061273,3.0,0.7359999999999998
P11,visual_only,fragile,3,1.0,7772.7241,0.6478,4.0213,52.78030000000035,1.1963636363636367,7.0,0.8166000000000002
P11,visual_only,fragile,4,1.0,20296.4707,0.9723,3.4782,519.9297000000006,1.06346153846154,7.0,0.6728000000000001
P11,visual_only,fragile,5,1.0,19667.418,0.8552,4.3435,1937.6446000000033,1.6693459992692687,19.0,1.8697999999999997
P12,lra,deformable,1,,55.1152,0.1631,5.8318,8.461400000000005,0.0660326086956522,13.0,0.35240000000000027
P12,lra,deformable,2,,12.9355,0.1514,2.9418,0.0,,0.0,0.09629999999999983
P12,lra,deformable,3,,112.8463,0.163,3.9518,101.29599999999999,0.36850393700787426,6.0,0.2096
P12,lra,deformable,4,,191.8421,0.1977,4.0863,0.0,0.028515624999999975,4.0,0.3360000000000003
P12,lra,deformable,5,,156.0096,0.1701,3.0877,71.3867,0.020228025009194572,16.0,1.0713999999999997
P12,lra,fragile,1,1.0,5380.4746,0.7688,5.092,0.0,0.24622494142150475,2.0,0.14339999999999975
P12,lra,fragile,2,1.0,2781.7097,0.5374,4.9544,339.49530000000004,0.0815212606743551,4.0,0.1922000000000006
P12,lra,fragile,3,1.0,4091.1628,0.7709,2.3503,185.71280000000024,1.063191153238541,22.0,0.5924000000000005
P12,lra,fragile,4,1.0,10791.6934,0.9842,8.5671,0.0,0.17044854881266486,14.0,0.14359999999999928
P12,lra,fragile,5,1.0,3812.542,0.7687,10.0296,351.0942,0.4039693207875387,1.0,0.2878000000000007
P12,tactiles,deformable,1,,112.2517,0.1632,2.1037,31.305999999999997,,13.0,0.5117000000000003
P12,tactiles,deformable,2,,117.6901,0.2119,3.7424,4.179700000000011,0.11239470517448862,14.0,1.2144
P12,tactiles,deformable,3,,310.3535,0.2841,8.9047,11.136300000000006,0.5735140771637104,17.0,1.7431999999999999
P12,tactiles,deformable,4,,186.6294,0.1783,2.4796,25.251499999999993,0.02177722152690866,23.0,0.5115000000000003
P12,tactiles,deformable,5,,103.688,0.1632,2.342,53.0109,0.7304785894206536,17.0,0.6067000000000005
P12,tactiles,fragile,1,1.0,1332.9011,0.4969,4.158,75.60619999999994,1.8932190179267427,20.0,2.7517000000000005
P12,tactiles,fragile,2,1.0,5162.877,0.8539,3.5513,672.9981000000007,0.9836383207750276,15.0,0.06339999999999968
P12,tactiles,fragile,3,1.0,4026.4783,0.7138,3.1567,0.0,0.2823512524223068,8.0,1.2966000000000006
P12,tactiles,fragile,4,1.0,11137.625,0.8552,2.6208,2204.0380999999998,4.534542916957432,17.0,1.4069000000000003
P12,tactiles,fragile,5,1.0,1204.2644,0.4643,3.6907,26.639400000000023,1.439942112879884,22.0,0.5936999999999997
P12,visual_only,deformable,1,,246.488,0.2215,3.6143,5.63839999999999,0.058675373134328364,8.0,1.1366000000000005
P12,visual_only,deformable,2,,262.3163,0.2976,2.4882,25.18720000000002,0.34117647058823514,20.0,1.2336999999999994
P12,visual_only,deformable,3,,0.203,0.1022,5.6943,0.0,,0.0,0.06419999999999959
P12,visual_only,deformable,4,,217.9006,0.2943,2.8099,9.351200000000006,0.10532192035727574,19.0,1.3283000000000014
P12,visual_only,deformable,5,,204.2714,0.3871,2.7483,6.926400000000001,0.1419451236077153,10.0,1.1997
P12,visual_only,fragile,1,0.0,32069.7363,0.9842,5.6286,23475.256800000003,2.5499219968798643,7.0,0.1280000000000001
P12,visual_only,fragile,2,0.0,42077.793,0.9842,11.2223,29034.7578,,21.0,0.40089999999999826
P12,visual_only,fragile,3,1.0,7483.4414,0.9842,5.9029,1789.3418000000001,,35.0,0.27259999999999973
P12,visual_only,fragile,4,1.0,5595.3901,0.9842,5.8367,250.76710000000003,4.741406250000028,17.0,0.4007000000000005
P12,visual_only,fragile,5,1.0,0.0,0.0,,,,,
P13,lra,deformable,1,,290.0385,0.3064,2.4983,9.753800000000012,0.6763664962642544,1.0,0.3198000000000003
P13,lra,deformable,2,,285.7266,0.2072,1.8221,140.54370000000003,0.2282608695652172,3.0,0.06310000000000038
P13,lra,deformable,3,,296.7778,0.2218,1.7553,90.56730000000002,0.1786245906519797,1.0,0.06369999999999987
P13,lra,deformable,4,,578.4873,0.255,2.2187,4.691699999999969,0.12467532467532472,1.0,0.6080999999999999
P13,lra,deformable,5,,404.8509,0.2014,2.1583,83.32320000000004,0.3918495297805637,1.0,0.2734000000000001
P13,lra,fragile,1,0.0,29579.1309,0.9842,1.8821,2525.392599999999,,5.0,0.12870000000000004
P13,lra,fragile,2,1.0,10954.8301,0.7004,2.7463,0.0,1.3006714747575234,2.0,0.3336000000000001
P13,lra,fragile,3,0.0,15115.0391,0.9842,2.5531,0.0,2.047058823529413,0.0,0.20789999999999997
P13,lra,fragile,4,0.0,25241.9023,0.9842,3.6314,0.0,,0.0,0.12849999999999984
P13,lra,fragile,5,1.0,27835.5117,0.9842,2.7709,0.0,0.674624226348365,0.0,0.07869999999999999
P13,tactiles,deformable,1,,343.837,0.2342,3.034,5.019400000000019,0.1068416119962511,1.0,0.3195999999999999
P13,tactiles,deformable,2,,179.7265,0.1632,2.2965,0.0,,0.0,0.20860000000000012
P13,tactiles,deformable,3,,228.9479,0.1632,3.4815,0.0,0.4748743718592958,2.0,0.39959999999999996
P13,tactiles,deformable,4,,250.242,0.1632,2.8852,213.70329999999998,,1.0,0.19279999999999964
P13,tactiles,deformable,5,,183.5573,0.1631,2.683,3.747099999999989,,3.0,0.19120000000000026
P13,tactiles,fragile,1,1.0,14498.582,0.7726,5.6311,0.0,2.4185362265538837,0.0,0.06410000000000071
P13,tactiles,fragile,2,0.0,14514.0762,0.9842,3.2777,0.0,2.6414122839279144,2.0,0.2722000000000002
P13,tactiles,fragile,3,1.0,0.0,0.0,,,,,
P13,tactiles,fragile,4,1.0,0.0,0.0,,,,,
P13,tactiles,fragile,5,1.0,10290.1299,0.682,3.1579,0.0,0.6766091051805356,0.0,0.06479999999999997
P13,visual_only,deformable,1,,0.0,0.0,,,,,
P13,visual_only,deformable,2,,0.0,0.0,,,,,
P13,visual_only,deformable,3,,0.0,0.0,,,,,
P13,visual_only,deformable,4,,0.0,0.0,,,,,
P13,visual_only,deformable,5,,508.209,0.3814,2.222,38.078599999999994,0.5900029753049687,1.0,0.20789999999999997
P13,visual_only,fragile,1,0.0,22223.7773,0.947,2.4226,0.0,,0.0,0.12849999999999984
P13,visual_only,fragile,2,1.0,3038.981,0.5266,1.8797,5.425499999999829,1.091757387247276,2.0,0.40000000000000013
P13,visual_only,fragile,3,0.0,16631.5684,0.9842,2.0905,0.0,2.6808510638297864,0.0,0.1924999999999999
P13,visual_only,fragile,4,1.0,1036.0516,0.2229,3.1551,0.0,,0.0,0.06490000000000018
P13,visual_only,fragile,5,1.0,9291.7627,0.6233,2.2872,0.0,2.7836903939184463,0.0,0.2559999999999998
P14,lra,deformable,1,,1378.8481,0.3778,4.6308,460.68899999999996,1.172665623369849,9.0,0.9454000000000002
P14,lra,deformable,2,,1354.2946,0.378,2.7556,7.985400000000027,0.7468749999999995,11.0,1.0725000000000002
P14,lra,deformable,3,,806.1577,0.4394,2.5539,8.822099999999978,0.3455726239540402,8.0,0.6871000000000005
P14,lra,deformable,4,,1086.5011,0.3779,1.8808,779.5837999999999,0.479457079970653,9.0,0.7201999999999997
P14,lra,deformable,5,,302.7737,0.3571,2.4854,52.33020000000002,0.6692477876106186,7.0,0.2065999999999999
P14,lra,fragile,1,1.0,3115.4768,0.5398,4.6844,99.2451000000001,1.643391521197016,14.0,1.3915000000000006
P14,lra,fragile,2,1.0,26975.6328,0.9836,2.1432,0.0,2.10144230769231,10.0,1.0083000000000002
P14,lra,fragile,3,0.0,25325.3633,0.9842,2.4139,0.0,2.5914362176627987,4.0,0.11209999999999987
P14,lra,fragile,4,1.0,11378.001,0.7618,4.0909,53.91309999999976,1.1984496124031054,7.0,0.9277999999999995
P14,lra,fragile,5,1.0,12048.8682,0.755,3.0801,0.0,4.519999999999996,6.0,0.7995000000000001
P14,tactiles,deformable,1,,1439.4551,0.378,1.5784,406.17319999999995,0.2533748701973003,7.0,0.23950000000000027
P14,tactiles,deformable,2,,1570.4263,0.38,2.1554,184.2029,1.2145085803432172,12.0,1.0107000000000004
P14,tactiles,deformable,3,,1376.6466,0.3925,2.3013,200.16890000000012,3.5525773195876136,9.0,0.28549999999999986
P14,tactiles,deformable,4,,738.561,0.3779,1.8909,384.6292,2.5382165605095555,5.0,0.2708000000000004
P14,tactiles,deformable,5,,52.3744,0.163,1.6828,11.438299999999998,,8.0,0.08040000000000003
P14,tactiles,fragile,1,1.0,26592.1973,0.9817,3.1033,1233.2910999999986,1.497852401405701,5.0,0.4637000000000002
P14,tactiles,fragile,2,1.0,25367.7832,0.9832,3.0814,0.0,2.1308724832214754,4.0,0.19090000000000007
P14,tactiles,fragile,3,1.0,24999.7598,0.9627,2.3062,95.27539999999863,3.2923781757601,4.0,0.27139999999999986
P14,tactiles,fragile,4,1.0,30016.7207,0.9842,2.6196,351.6934000000001,3.941938579654516,3.0,0.44830000000000014
P14,tactiles,fragile,5,1.0,31367.0137,0.9842,2.1534,2850.699199999999,1.555408221254026,5.0,0.28790000000000004
P14,visual_only,deformable,1,,1716.6501,0.378,3.022,913.7936000000001,1.1412193850964019,19.0,1.1208
P14,visual_only,deformable,2,,1808.0828,0.4184,2.1434,0.0,0.7523413111342351,10.0,0.5441000000000003
P14,visual_only,deformable,3,,1746.8645,0.3779,3.7554,490.7747999999999,0.4347146207974972,6.0,0.3180999999999994
P14,visual_only,deformable,4,,1931.8857,0.378,2.1507,1009.8743000000001,0.06466876971608808,11.0,0.7833000000000001
P14,visual_only,deformable,5,,1925.9636,0.3982,2.2308,260.9945,3.713991769547327,9.0,0.8639000000000001
P14,visual_only,fragile,1,0.0,36127.6719,0.9842,1.892,0.0,2.391253416634127,20.0,0.6725000000000003
P14,visual_only,fragile,2,1.0,18631.9668,0.7815,4.8344,2910.282199999998,0.5245637042267726,17.0,2.2071999999999994
P14,visual_only,fragile,3,1.0,0.0,0.0,,,,,
P14,visual_only,fragile,4,0.0,19637.8906,0.9842,1.6159,0.0,2.6401985111662527,12.0,1.6636000000000002
P14,visual_only,fragile,5,1.0,25928.9648,0.9842,3.0227,5320.636700000003,0.541949152542373,3.0,0.06320000000000014
P15,lra,deformable,1,,1197.9718,0.4057,3.8214,362.8937000000001,1.4690587623504945,3.0,0.2077
P15,lra,deformable,2,,1190.4135,0.3731,2.953,14.73720000000003,0.34494773519163763,6.0,0.4642000000000004
P15,lra,deformable,3,,995.7688,0.375,2.7588,184.0023000000001,0.6198738170346991,5.0,0.3998999999999997
P15,lra,deformable,4,,1016.3574,0.3779,2.6808,129.414,1.8091024020227573,9.0,0.6561999999999997
P15,lra,deformable,5,,2086.2458,0.4333,2.5683,0.0,0.1083349599843841,0.0,0.14389999999999992
P15,lra,fragile,1,1.0,6337.8188,0.5905,5.2871,949.8774000000003,0.24864922131581726,5.0,0.33830000000000027
P15,lra,fragile,2,1.0,6824.1016,0.7489,2.7509,155.08299999999963,1.3300330033003305,4.0,0.38470000000000004
P15,lra,fragile,3,1.0,11373.5107,0.8226,3.6222,0.0,1.9272076372315037,0.0,0.14449999999999985
P15,lra,fragile,4,1.0,8588.5391,0.7771,3.4151,5220.843800000001,2.1666055045871526,3.0,0.7365000000000004
P15,lra,fragile,5,0.0,11817.5684,0.8552,3.3582,0.0,3.732240437158473,4.0,0.06349999999999989
P15,tactiles,deformable,1,,1392.9473,0.3779,2.6203,33.17679999999996,0.14067966016991498,1.0,0.20840000000000014
P15,tactiles,deformable,2,,649.2847,0.3172,2.3549,0.0,1.072916666666668,12.0,0.14460000000000006
P15,tactiles,deformable,3,,606.972,0.3772,1.8216,20.521099999999933,3.3950233281493105,12.0,0.4006000000000003
P15,tactiles,deformable,4,,663.2562,0.326,2.0993,113.60050000000001,0.8408115489660556,12.0,0.1437999999999997
P15,tactiles,deformable,5,,998.0527,0.3761,2.2826,0.0,4.16300940438871,8.0,0.0642999999999998
P15,tactiles,fragile,1,0.0,29716.7461,0.9842,1.3459,0.0,0.517852684144819,0.0,0.06349999999999989
P15,tactiles,fragile,2,0.0,25679.3477,0.9386,3.4929,0.0,3.7950138504155104,4.0,0.11189999999999989
P15,tactiles,fragile,3,0.0,19950.6855,0.9842,4.4914,0.0,,6.0,0.25560000000000027
P15,tactiles,fragile,4,1.0,13988.2441,0.9795,10.2449,0.0,1.1945864092371763,0.0,0.12750000000000128
P15,tactiles,fragile,5,0.0,24352.0,0.9842,6.9012,0.0,1.2749831195138428,2.0,0.08009999999999984
P15,visual_only,deformable,1,,1476.816,0.4218,3.1573,0.0,0.3331212892281595,0.0,0.1437999999999997
P15,visual_only,deformable,2,,2211.6819,0.3765,3.2954,860.5952,0.7789514866979647,7.0,0.23939999999999984
P15,visual_only,deformable,3,,2884.179,0.3937,3.3463,578.1626000000001,0.5756727664155005,1.0,0.2084999999999999
P15,visual_only,deformable,4,,1877.2234,0.5701,3.4962,28.497100000000046,0.42753935734310955,3.0,0.12799999999999923
P15,visual_only,deformable,5,,1895.0027,0.4441,3.1025,0.0,0.38048607833883913,2.0,0.14480000000000004
P15,visual_only,fragile,1,0.0,14809.459,0.9842,4.0271,440.85649999999987,2.4509101760668472,5.0,0.12890000000000068
P15,visual_only,fragile,2,0.0,13581.291,0.9842,6.0233,0.0,3.0499632623071293,10.0,0.1280000000000001
P15,visual_only,fragile,3,1.0,12571.0312,0.9842,4.6856,5282.8559,4.714064914992258,1.0,0.12739999999999974
P15,visual_only,fragile,4,0.0,7540.0771,0.9841,1.6226,418.97700000000077,3.660937499999996,3.0,0.4644999999999999
P15,visual_only,fragile,5,1.0,14385.1406,0.9842,3.0918,332.9961000000003,,1.0,0.1280000000000001
P16,lra,deformable,1,,3460.6145,0.767,2.6236,0.0,1.8462913315460248,2.0,0.1280000000000001
P16,lra,deformable,2,,978.6667,0.5042,3.361,0.0,0.2471247843588269,0.0,0.0647000000000002
P16,lra,deformable,3,,25.1506,0.1666,4.4423,2.0623000000000005,0.03835582208895554,13.0,0.23850000000000016
P16,lra,deformable,4,,792.8078,0.3926,3.9532,0.0,0.7405063291139224,4.0,0.06550000000000011
P16,lra,deformable,5,,335.0264,0.3685,3.1579,0.0,0.26750795816280143,6.0,0.27110000000000056
P16,lra,fragile,1,0.0,29573.8613,0.9842,4.435,19901.961900000002,,1.0,0.12790000000000035
P16,lra,fragile,2,1.0,28826.1113,0.9818,2.7567,3346.0488000000005,0.813559322033898,3.0,0.14380000000000015
P16,lra,fragile,3,1.0,27302.4355,0.9842,2.9539,17041.333,,5.0,0.2088000000000001
P16,lra,fragile,4,1.0,6653.5498,0.7971,2.9605,1.7763999999997395,5.253521126760576,2.0,0.3363999999999998
P16,lra,fragile,5,0.0,13448.5352,0.9842,2.4109,5125.8516,3.0474090407938257,1.0,0.0636000000000001
P16,tactiles,deformable,1,,1933.1975,0.5877,3.6142,0.0,0.2697389622945536,0.0,0.12809999999999988
P16,tactiles,deformable,2,,5.4164,0.1467,4.4829,1.6687000000000003,0.2767295597484273,9.0,0.06349999999999945
P16,tactiles,deformable,3,,0.0,0.0,,,,,
P16,tactiles,deformable,4,,0.0,0.0,,,,,
P16,tactiles,deformable,5,,946.2921,0.4461,3.1551,0.0,0.2146624472573839,8.0,0.14469999999999938
P16,tactiles,fragile,1,0.0,15690.3115,0.9842,4.9098,0.0,3.1743215031315204,0.0,0.048200000000000465
P16,tactiles,fragile,2,1.0,784.8676,0.3757,2.9554,0.0,0.25501185600344906,0.0,0.06450000000000022
P16,tactiles,fragile,3,0.0,20316.6094,0.9842,4.1548,14399.509800000002,2.9823468328141143,1.0,0.08000000000000007
P16,tactiles,fragile,4,0.0,17214.5586,0.9842,3.8118,162.27930000000197,4.187154696132596,1.0,0.19099999999999984
P16,tactiles,fragile,5,1.0,88.5904,0.2723,9.5847,10.872699999999995,0.25325690463783157,1.0,0.07950000000000124
P16,visual_only,deformable,1,,248.9446,0.2954,2.755,0.0,0.46464646464646364,2.0,0.08030000000000026
P16,visual_only,deformable,2,,122.3683,0.2259,4.227,12.600300000000004,0.5430359937402205,1.0,0.06479999999999997
P16,visual_only,deformable,3,,533.8176,0.3294,4.1486,0.0,0.34702815432742457,2.0,0.08000000000000007
P16,visual_only,deformable,4,,1.3245,0.1209,4.0886,0.0,,6.0,0.19280000000000097
P16,visual_only,deformable,5,,26.6656,0.1582,6.1622,0.0,0.42236024844720493,0.0,0.06400000000000006
P16,visual_only,fragile,1,1.0,0.0,0.0,,,,,
P16,visual_only,fragile,2,1.0,0.0,0.0,,,,,
P16,visual_only,fragile,3,1.0,4370.2285,0.6181,4.9517,0.0,,4.0,0.08040000000000003
