idx,t,volume,area_px,max_deform_mm,mean_deform_mm
0,0.026039838790893555,0.0,0,0.0,0.0
1,0.06187033653259277,0.0,0,0.0,0.0
2,0.11137151718139648,0.0,0,0.0,0.0
3,0.16147851943969727,0.0,0,0.0,0.0
4,0.21210741996765137,0.0,0,0.0,0.0
5,0.26262426376342773,0.0,0,0.0,0.0
6,0.31362223625183105,0.0,0,0.0,0.0
7,0.3617737293243408,0.0,0,0.0,0.0
8,0.4162144660949707,0.0,0,0.0,0.0
9,0.4668765068054199,0.0,0,0.0,0.0
10,0.5168361663818359,0.0,0,0.0,0.0
11,0.5669076442718506,0.0,0,0.0,0.0
12,0.6124386787414551,0.0,0,0.0,0.0
13,0.6643581390380859,0.0,0,0.0,0.0
14,0.7131531238555908,0.0,0,0.0,0.0
15,0.767303466796875,0.0,0,0.0,0.0
16,0.8164758682250977,0.0,0,0.0,0.0
17,0.8669862747192383,0.0,0,0.0,0.0
18,0.9159398078918457,0.0,0,0.0,0.0
19,0.9670474529266357,0.0,0,0.0,0.0
20,1.0174167156219482,0.0,0,0.0,0.0
21,1.0651774406433105,0.0,0,0.0,0.0
22,1.1136517524719238,0.0,0,0.0,0.0
23,1.1674463748931885,0.0,0,0.0,0.0
24,1.213974952697754,0.0,0,0.0,0.0
25,1.2640905380249023,0.0,0,0.0,0.0
26,1.3181350231170654,0.0,0,0.0,0.0
27,1.3687071800231934,0.0,0,0.0,0.0
28,1.417722463607788,0.0,0,0.0,0.0
29,1.4643926620483398,0.0,0,0.0,0.0
30,1.519331455230713,0.0,0,0.0,0.0
31,1.5688903331756592,0.0,0,0.0,0.0
32,1.6180357933044434,0.0,0,0.0,0.0
33,1.6691105365753174,0.0,0,0.0,0.0
34,1.7172520160675049,0.0,0,0.0,0.0
35,1.770035743713379,0.0,0,0.0,0.0
36,1.8186039924621582,0.0,0,0.0,0.0
37,1.8681111335754395,0.0,0,0.0,0.0
38,1.918355941772461,0.0,0,0.0,0.0
39,1.969935417175293,0.0,0,0.0,0.0
40,2.0200321674346924,0.0,0,0.0,0.0
41,2.0685372352600098,0.0,0,0.0,0.0
42,2.1207330226898193,0.0,0,0.0,0.0
43,2.1700971126556396,0.0,0,0.0,0.0
44,2.220804452896118,0.0,0,0.0,0.0
45,2.2691762447357178,196.22003173828125,1586,0.22958590015769004,0.12372007220983505
46,2.321321725845337,100.47044372558594,1107,0.17876481652259826,0.09075921028852463
47,2.3704025745391846,78.58643341064453,892,0.14813653245568278,0.08810137957334518
48,2.421072483062744,69.61318969726562,811,0.14263282567262647,0.08583623915910721
49,2.471332311630249,0.0,0,0.0,0.0
50,2.5215320587158203,0.0,0,0.0,0.0
51,2.571488380432129,0.0,0,0.0,0.0
52,2.6207332611083984,5.211921691894531,102,0.08565973915159703,0.05109727010130882
53,2.671935558319092,220.79083251953125,1872,0.2288408899307251,0.11794382333755493
54,2.7212700843811035,413.268310546875,2948,0.30966724336147317,0.14018599689006805
55,2.7725038528442383,4.395472049713135,83,0.07790123850107193,0.05295749381184578
56,2.8214898109436035,0.0,0,0.0,0.0
57,2.8725638389587402,0.0,0,0.0,0.0
58,2.9230337142944336,0.0,0,0.0,0.0
59,2.9723992347717285,0.0,0,0.0,0.0
60,3.019695281982422,0.0,0,0.0,0.0
61,3.0711283683776855,0.0,0,0.0,0.0
62,3.122493267059326,0.0,0,0.0,0.0
63,3.1733171939849854,0.0,0,0.0,0.0
64,3.222748041152954,0.0,0,0.0,0.0
65,3.27189040184021,0.0,0,0.0,0.0
66,3.3236513137817383,0.0,0,0.0,0.0
67,3.3743653297424316,0.0,0,0.0,0.0
68,3.4245870113372803,0.0,0,0.0,0.0
69,3.475618839263916,0.0,0,0.0,0.0
70,3.525151491165161,1.3279962539672852,36,0.04661152269691229,0.036888785660266876
71,3.575387477874756,4.677102088928223,89,0.08926763862371445,0.05255170911550522
72,3.6256189346313477,0.46210116147994995,14,0.03588088274002075,0.03300722688436508
73,3.6754987239837646,40.30424499511719,530,0.1100103373080492,0.07604574412107468
74,3.7256405353546143,11.537651062011719,185,0.10309684723615646,0.06236568093299866
75,3.7748537063598633,39.25614929199219,599,0.10765633672475815,0.06553614139556885
76,3.826343297958374,82.94478607177734,1017,0.11053695529699326,0.08155829459428787
77,3.875920057296753,75.62832641601562,907,0.11054107546806335,0.08338294178247452
78,3.9228525161743164,6.665950775146484,120,0.09410017393529416,0.055549588054418564
79,3.975926637649536,78.20521545410156,917,0.15155795574188233,0.08528377115726471
80,4.026561260223389,287.00738525390625,2453,0.22960296213626863,0.11700260639190674
81,4.073448896408081,283.14599609375,2531,0.23090260177850724,0.11187119781970978
82,4.127170562744141,585.8338623046875,3823,0.3754274207353592,0.15323930978775024
83,4.177118301391602,633.5008544921875,4071,0.3497431665658951,0.15561307966709137
84,4.225423097610474,1003.1925048828125,4877,0.3776489543914795,0.20569868385791779
85,4.275440454483032,1514.9317626953125,6691,0.42113252580165866,0.22641335427761078
86,4.327288627624512,1676.8818359375,7421,0.43851358294487003,0.22596439719200134
87,4.373334884643555,1583.78564453125,7126,0.40284059196710587,0.22225451469421387
88,4.424383163452148,1770.7899169921875,7853,0.41450755715370163,0.22549216449260712
89,4.477166652679443,1793.630126953125,7667,0.42130811750888825,0.23394158482551575
90,4.527984619140625,1764.9345703125,7491,0.4437704116106034,0.2356073409318924
91,4.576812505722046,1461.3359375,6890,0.3767253395915031,0.2120952010154724
92,4.629277229309082,1111.68701171875,5850,0.37768868774175646,0.190031960606575
93,4.6772682666778564,1138.791015625,5876,0.37795159220695496,0.1938037872314453
94,4.728349685668945,1265.6884765625,6430,0.376285717189312,0.19684113562107086
95,4.778710842132568,1125.6591796875,5834,0.377951443195343,0.1929480880498886
96,4.829337120056152,835.3944091796875,5090,0.3778345915675163,0.16412463784217834
97,4.88107705116272,524.8688354492188,3623,0.3423270994424818,0.14487133920192719
98,4.928094863891602,987.6461181640625,5489,0.3778255534172058,0.1799318790435791
99,4.979179859161377,1567.167236328125,7354,0.42984011054039006,0.21310405433177948
100,5.028985500335693,1596.0584716796875,7553,0.3975965476036069,0.21131451427936554
101,5.078519582748413,1238.1983642578125,6278,0.37789746433496474,0.19722816348075867
102,5.130062580108643,1460.3948974609375,6914,0.3779479670524597,0.21122287213802338
103,5.175819158554077,1566.568603515625,7420,0.3771964925527572,0.2111278474330902
104,5.229391098022461,1792.744384765625,7783,0.44638998568058014,0.23034104704856873
105,5.278043985366821,2400.218017578125,9422,0.45084455609321594,0.25474613904953003
106,5.3304948806762695,2503.88623046875,9821,0.45457586050033566,0.2549522817134857
107,5.380917310714722,2019.8095703125,8563,0.44087202966213224,0.2358763962984085
108,5.428532361984253,2065.0380859375,8289,0.4504866325855255,0.24912993609905243
109,5.480578660964966,2480.080078125,9625,0.4541555619239807,0.25767067074775696
110,5.529834270477295,2733.728759765625,10078,0.5067242521047592,0.27125707268714905
111,5.5798280239105225,3252.44091796875,11341,0.543795895576477,0.2867860794067383
112,5.629541635513306,3393.197998046875,11691,0.5423014044761658,0.29024019837379456
113,5.680608510971069,3728.6875,12314,0.5439611810445785,0.3028006851673126
114,5.730839967727661,3973.038818359375,12679,0.5453849184513092,0.31335586309432983
115,5.780348062515259,4318.193359375,13529,0.5865424919128418,0.31918051838874817
116,5.827958822250366,4548.79248046875,14352,0.5951938116550446,0.31694483757019043
117,5.881232976913452,4926.962890625,16108,0.5959537398815155,0.30587056279182434
118,5.930781602859497,4992.6943359375,16521,0.5955422163009644,0.30220291018486023
119,5.981446266174316,5082.96337890625,16748,0.5955669766664505,0.30349674820899963
120,6.031957149505615,5008.11572265625,16519,0.5959352362155914,0.3031730651855469
121,6.078120946884155,5055.55908203125,16732,0.5948342418670655,0.30214911699295044
122,6.130699396133423,5322.6552734375,17654,0.5962115526199341,0.30149853229522705
123,6.183952808380127,5166.6982421875,16922,0.594860355257988,0.3053243160247803
124,6.232598543167114,4986.83984375,16504,0.5944546866416931,0.30215945839881897
125,6.279937982559204,5069.40234375,16846,0.594739904999733,0.30092617869377136
126,6.332022190093994,5075.5634765625,16712,0.5926782494783401,0.30370771884918213
127,6.383506774902344,4769.33447265625,15962,0.5896906453371048,0.2987930476665497
128,6.4333412647247314,4934.3515625,16735,0.567524540424347,0.29485219717025757
129,6.482146978378296,5495.16796875,18173,0.59605224609375,0.30238088965415955
130,6.533735752105713,5770.9892578125,18865,0.595154058933258,0.3059098422527313
131,6.582805156707764,6040.9873046875,19518,0.596205313205719,0.3095085322856903
132,6.63267707824707,6132.72998046875,19576,0.5962107479572296,0.3132779896259308
133,6.682859659194946,6144.1484375,19612,0.5962069433927536,0.31328514218330383
134,6.731534957885742,6338.46533203125,19987,0.5955174660682678,0.3171294033527374
135,6.782606601715088,6395.7470703125,19970,0.5962018370628357,0.32026776671409607
136,6.833293437957764,6505.8017578125,20429,0.5962108969688416,0.318459153175354
137,6.882019758224487,6478.84033203125,20580,0.5961980283260345,0.31481245160102844
138,6.934891223907471,6398.763671875,20099,0.5961205315589905,0.318362295627594
139,6.983291864395142,6258.052734375,19735,0.5961581218242645,0.3171042799949646
140,7.035310745239258,6080.14111328125,19512,0.5961210662126541,0.3116103410720825
141,7.0811967849731445,6286.8212890625,20056,0.5962049633264541,0.31346336007118225
142,7.133600473403931,6261.724609375,19873,0.5953411793708802,0.3150870203971863
143,7.182291269302368,6245.5810546875,19910,0.5961793607473374,0.3136906623840332
144,7.234246015548706,6273.82666015625,20179,0.5962091481685639,0.310908704996109
145,7.282286882400513,6317.40625,20129,0.5953723835945129,0.31384599208831787
146,7.333342790603638,6252.2314453125,20069,0.5962115526199341,0.3115367591381073
147,7.384300947189331,6303.19873046875,19858,0.595686257481575,0.3174135684967041
148,7.431243419647217,6315.5869140625,20180,0.5958326607942581,0.31296268105506897
149,7.485814809799194,6323.0732421875,20182,0.5961731243133545,0.313302606344223
150,7.5358567237854,6420.333984375,20453,0.5961100125312805,0.3139066994190216
151,7.585634708404541,6357.806640625,20040,0.5957358193397522,0.31725582480430603
152,7.635493040084839,6397.1005859375,20307,0.5961981308460236,0.31501948833465576
153,7.682214736938477,6195.568359375,19895,0.5962115526199341,0.31141334772109985
154,7.7345311641693115,6192.10888671875,20112,0.5958675813674926,0.30788129568099976
155,7.786248207092285,6122.18505859375,19668,0.5961814123392105,0.3112764358520508
156,7.835981607437134,5992.5791015625,19423,0.5959546172618866,0.3085300326347351
157,7.882950305938721,6123.8798828125,19489,0.5961264371871948,0.3142223656177521
158,7.935428857803345,6108.35546875,19668,0.5961676836013794,0.3105732798576355
159,7.983144044876099,5985.0888671875,19691,0.5961531579494477,0.3039504885673523
160,8.033530950546265,5957.998046875,19214,0.5951892966032029,0.31008628010749817
161,8.085254430770874,5994.9521484375,19436,0.5959272623062134,0.3084457814693451
162,8.137939453125,5844.630859375,19374,0.5953529524803162,0.301673948764801
163,8.18605351448059,5902.28369140625,19293,0.5951174783706665,0.3059287667274475
164,8.237784624099731,5924.64892578125,19251,0.5961243510246277,0.3077579736709595
165,8.28384280204773,5825.83642578125,19442,0.5958133739233017,0.2996521294116974
166,8.338198900222778,5739.013671875,18863,0.5960365879535675,0.3042471408843994
167,8.388328075408936,5864.671875,19528,0.5957576215267182,0.30032116174697876
168,8.438153743743896,5798.37939453125,18933,0.5945949792861939,0.30625781416893005
169,8.488458633422852,5697.75537109375,18795,0.5958955681324005,0.3031527101993561
170,8.537546873092651,5670.37353515625,18839,0.5957696175575257,0.3009912073612213
171,8.588918209075928,5679.869140625,18871,0.594218784570694,0.3009839951992035
172,8.638801574707031,5685.47265625,19040,0.5911662471294403,0.2986067533493042
173,8.688971996307373,5612.99951171875,18657,0.5956423711776734,0.3008522093296051
174,8.738588809967041,5603.9609375,19172,0.5938504284620285,0.2922992408275604
175,8.789135694503784,5607.3486328125,18605,0.594028115272522,0.30138933658599854
176,8.835456848144531,5581.10986328125,18302,0.5953418856859207,0.30494534969329834
177,8.886183261871338,5673.9423828125,19115,0.5960214293003082,0.2968319356441498
178,8.939050912857056,5616.640625,18854,0.5951732748746872,0.29790180921554565
179,8.989623069763184,5660.7529296875,19031,0.5961694896221161,0.2974490523338318
180,9.038673877716064,5892.3818359375,19276,0.5962070226669312,0.305684894323349
181,9.088047504425049,5985.11865234375,19461,0.5954859972000123,0.3075442612171173
182,9.13929009437561,6199.94580078125,19837,0.5961727571487426,0.3125445246696472
183,9.1897873878479,6267.630859375,20003,0.5962111949920654,0.31333455443382263
184,9.23866319656372,6302.783203125,20392,0.5962111949920654,0.30908116698265076
